"date","variable","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","region","fit"
2020-04-09,"growth_rate","estimate",-0.0216973019030658,-0.0270253742825389,0.034868054164043,-0.0928673213423451,-0.0455435071355579,-0.0296901345941641,-0.0142664779113899,-0.00324188617324904,0.0201151763838007,"Analamanga","EpiNow2-IPM-dat"
2020-04-10,"growth_rate","estimate",-0.0166067996338926,-0.0221982164424539,0.0358334489129516,-0.0914266407049636,-0.04047795412417,-0.0240859940799476,-0.00896697237696738,0.0019939645974409,0.0251256656412734,"Analamanga","EpiNow2-IPM-dat"
2020-04-11,"growth_rate","estimate",-0.0106863027432952,-0.0165925381296513,0.0364451672189872,-0.086975196664068,-0.0335939815628784,-0.0179550283826337,-0.00314077028041868,0.00782198513002039,0.0305769333019821,"Analamanga","EpiNow2-IPM-dat"
2020-04-12,"growth_rate","estimate",-0.00415897276275777,-0.0101758367462429,0.0365942106412449,-0.0791966328098892,-0.0268850420099727,-0.0114174508847499,0.00302685602553953,0.0133673892753465,0.0371552072432523,"Analamanga","EpiNow2-IPM-dat"
2020-04-13,"growth_rate","estimate",0.0025934326012129,-0.00293920555856494,0.0362255129654181,-0.070167523797282,-0.0190906576594714,-0.00468552483285281,0.00953641519407948,0.0201106826908264,0.0441515084815452,"Analamanga","EpiNow2-IPM-dat"
2020-04-14,"growth_rate","estimate",0.0096125904008456,0.00509412590044516,0.0353644809719177,-0.0598164371023177,-0.0108556926642259,0.00255723870547091,0.0163736897923137,0.0268415991136726,0.0522165321939305,"Analamanga","EpiNow2-IPM-dat"
2020-04-15,"growth_rate","estimate",0.0174446748132507,0.0138580201310028,0.0341616598238843,-0.0464562114614994,-0.00222403160966261,0.0104451975324428,0.0237391524507021,0.0346543831743668,0.0628184083465064,"Analamanga","EpiNow2-IPM-dat"
2020-04-16,"growth_rate","estimate",0.0250109283969469,0.0232308893132445,0.0329540742838245,-0.0321954536609804,0.00629638153761598,0.0185650933215442,0.0313577980628802,0.0428669675787268,0.072579413840807,"Analamanga","EpiNow2-IPM-dat"
2020-04-17,"growth_rate","estimate",0.0326847286865464,0.0330224090939538,0.0323064613984424,-0.0177475499455259,0.0146084957163436,0.0263031873305332,0.0397037306330142,0.0520243023606443,0.0847653687350211,"Analamanga","EpiNow2-IPM-dat"
2020-04-18,"growth_rate","estimate",0.0407253538087301,0.0429614020477131,0.0329258434021216,-0.005332064556899,0.0221367255404857,0.0339527451459928,0.0482824041084682,0.0622959567516837,0.098761811700153,"Analamanga","EpiNow2-IPM-dat"
2020-04-19,"growth_rate","estimate",0.0485738098194664,0.0526880486418914,0.035346252673453,0.00359862053203029,0.0286297167739142,0.0404855293053464,0.0571249833804128,0.0725496136596617,0.115118706780105,"Analamanga","EpiNow2-IPM-dat"
2020-04-20,"growth_rate","estimate",0.0557531928082657,0.0617549471974409,0.0395607573886443,0.00941904524576194,0.034451052126019,0.0470917447804883,0.0646657174203262,0.0833377577745638,0.135241595382511,"Analamanga","EpiNow2-IPM-dat"
2020-04-21,"growth_rate","estimate",0.0610416689686056,0.069642442958088,0.0449761681195555,0.0123221155871985,0.0381067302079107,0.0520541826857192,0.0720992338097944,0.0919937444722833,0.153613197278686,"Analamanga","EpiNow2-IPM-dat"
2020-04-22,"growth_rate","estimate",0.0649373186333636,0.0757932062918465,0.0506656180592214,0.013419810208716,0.0401789720133228,0.0549431402790683,0.0769966135400943,0.09908487624755,0.171999521026712,"Analamanga","EpiNow2-IPM-dat"
2020-04-23,"growth_rate","estimate",0.0669333248684144,0.0796683496719686,0.0556166644230944,0.014540591543753,0.041121448155712,0.0560292268269156,0.0792988042343757,0.104526638481952,0.188442899456348,"Analamanga","EpiNow2-IPM-dat"
2020-04-24,"growth_rate","estimate",0.0662309708642037,0.0808218520907015,0.058884308605271,0.0134756249054734,0.0406573152097125,0.0555310582289337,0.0795176477450666,0.107162249700193,0.199479773205105,"Analamanga","EpiNow2-IPM-dat"
2020-04-25,"growth_rate","estimate",0.0640679833806259,0.0789819678352523,0.059720456500919,0.0120177492233118,0.0383932021735467,0.0533835699622228,0.0770013203628145,0.104138819628372,0.198035526398997,"Analamanga","EpiNow2-IPM-dat"
2020-04-26,"growth_rate","estimate",0.0606853609173488,0.0741197440440041,0.0577347641983058,0.00914795564581797,0.0351559084958441,0.0497464431941067,0.0723871779414512,0.0973451905027854,0.188316908440888,"Analamanga","EpiNow2-IPM-dat"
2020-04-27,"growth_rate","estimate",0.055139893915116,0.066480802055108,0.0530672040659692,0.00534466589828712,0.0307155742755067,0.0444773441715775,0.0654005711843787,0.0880736129204267,0.168014793617182,"Analamanga","EpiNow2-IPM-dat"
2020-04-28,"growth_rate","estimate",0.04778440430285,0.0565634095962168,0.0464956294733111,0.000904857780512659,0.0254319834747282,0.0382363713497905,0.0571363106198464,0.0767422010661783,0.142550536106668,"Analamanga","EpiNow2-IPM-dat"
2020-04-29,"growth_rate","estimate",0.039098174747994,0.0450445403576147,0.0394209347706439,-0.00597249511078121,0.0192422122355179,0.0306354559862217,0.0470117945845827,0.0636933251457274,0.116978620272747,"Analamanga","EpiNow2-IPM-dat"
2020-04-30,"growth_rate","estimate",0.0291457315308537,0.0326766581432678,0.0336941991747927,-0.0161195292117583,0.0114127960909399,0.0224200092782295,0.0363033484687864,0.050411418641225,0.0925615550130417,"Analamanga","EpiNow2-IPM-dat"
2020-05-01,"growth_rate","estimate",0.0194374268280266,0.0201875683293512,0.031026331786563,-0.0290468090027263,0.00172833903026588,0.012891592480311,0.026116766935357,0.0383043822770014,0.0721292403718101,"Analamanga","EpiNow2-IPM-dat"
2020-05-02,"growth_rate","estimate",0.0101343834872359,0.00820859790445745,0.0317954937332244,-0.0461777286309577,-0.00901821885717062,0.00365381470008545,0.0165222627402675,0.0280424813631573,0.0571046346173897,"Analamanga","EpiNow2-IPM-dat"
2020-05-03,"growth_rate","estimate",0.00178473684459644,-0.00276005074667277,0.0347365028555086,-0.0664146297088771,-0.0204089400374745,-0.0055040940465284,0.00848507681750215,0.0199395010670387,0.0463226610466845,"Analamanga","EpiNow2-IPM-dat"
2020-05-04,"growth_rate","estimate",-0.00558633686249887,-0.0123524001853557,0.0382578275590052,-0.0869132987789721,-0.0311070400339061,-0.0139383305820541,0.00209477031637764,0.0127690251673633,0.0376637901498194,"Analamanga","EpiNow2-IPM-dat"
2020-05-05,"growth_rate","estimate",-0.0116422400665808,-0.0203205174906402,0.0413240741704862,-0.102871237638437,-0.0402562541382207,-0.0211670147425887,-0.00365671406499486,0.00747737497816555,0.0318237912074671,"Analamanga","EpiNow2-IPM-dat"
2020-05-06,"growth_rate","estimate",-0.0167882338820533,-0.026510942572085,0.0434261372328224,-0.11383131633793,-0.0473759680723515,-0.0270238019159653,-0.00869953404152969,0.0034357053841214,0.0275511237342991,"Analamanga","EpiNow2-IPM-dat"
2020-05-07,"growth_rate","estimate",-0.0208041829524406,-0.0308419164607191,0.044356986002372,-0.121893217708708,-0.0523752689148573,-0.0313537457358085,-0.0123411975563567,0.000130155113600468,0.0234321945688973,"Analamanga","EpiNow2-IPM-dat"
2020-05-08,"growth_rate","estimate",-0.0232365295745418,-0.0332856805636583,0.0440623454618931,-0.124174109604056,-0.0546649645080316,-0.0340709735832391,-0.0149848108319108,-0.00235859143722016,0.0209255732201919,"Analamanga","EpiNow2-IPM-dat"
2020-05-09,"growth_rate","estimate",-0.0247274360711737,-0.0338573655836829,0.0425708861817019,-0.120472286949831,-0.0549206784550228,-0.0348577682654422,-0.0158401417156979,-0.00417507492912798,0.0193311944047943,"Analamanga","EpiNow2-IPM-dat"
2020-05-10,"growth_rate","estimate",-0.0246799988222012,-0.0326104851540063,0.0399788339101356,-0.112277433784989,-0.0526356660566117,-0.0335995419128977,-0.0163360685149559,-0.00482301382423981,0.0180729978994217,"Analamanga","EpiNow2-IPM-dat"
2020-05-11,"growth_rate","estimate",-0.023035718776865,-0.0296383062322513,0.0364786051489737,-0.100391707520542,-0.048292643888451,-0.0312399964790626,-0.0153285071609389,-0.00466161307833438,0.0184546035162808,"Analamanga","EpiNow2-IPM-dat"
2020-05-12,"growth_rate","estimate",-0.0201168521298293,-0.0250798269372559,0.0324364606511899,-0.0869782278185111,-0.0421386863902972,-0.0278100218564583,-0.0133745297576489,-0.00302495954847212,0.0198911847208929,"Analamanga","EpiNow2-IPM-dat"
2020-05-13,"growth_rate","estimate",-0.0157693788292671,-0.0191283376469418,0.0285262253797301,-0.0728620312732865,-0.0350118928266249,-0.02276736270944,-0.00964201112423279,-8.56389079651955e-05,0.0218386516445875,"Analamanga","EpiNow2-IPM-dat"
2020-05-14,"growth_rate","estimate",-0.0105423631255112,-0.0120394060156088,0.0258426755135045,-0.0573185442488495,-0.0275438766468791,-0.0166941212580396,-0.00458759950090938,0.00453256085177233,0.026942799886375,"Analamanga","EpiNow2-IPM-dat"
2020-05-15,"growth_rate","estimate",-0.00427098659130205,-0.00413382102520663,0.0256018495115734,-0.0449090363439427,-0.0202103532744475,-0.0101987448204377,0.00137577752798066,0.0109002925242021,0.0360319612904308,"Analamanga","EpiNow2-IPM-dat"
2020-05-16,"growth_rate","estimate",0.0021770721254347,0.00420973392698321,0.0281211305060906,-0.0357237320311506,-0.0135349670092287,-0.00381507105405176,0.00832538808472946,0.0183839114408579,0.0506799683776309,"Analamanga","EpiNow2-IPM-dat"
2020-05-17,"growth_rate","estimate",0.00850500908475074,0.0125766094746601,0.0323856516997051,-0.0296080205837638,-0.00820444698871614,0.00194901939090548,0.0151880932440157,0.0266164404136254,0.0713813710753953,"Analamanga","EpiNow2-IPM-dat"
2020-05-18,"growth_rate","estimate",0.0139603857495893,0.0205535081678333,0.0369457742021342,-0.0236691897650071,-0.0025959839931304,0.00753378232038519,0.0207469997232358,0.0342225105922542,0.0915821385238885,"Analamanga","EpiNow2-IPM-dat"
2020-05-19,"growth_rate","estimate",0.0194517872904372,0.02777601078642,0.0406603509339356,-0.0196197090782172,0.00273379919916924,0.0129563542833669,0.0266789115570359,0.04194563003606,0.108495165482558,"Analamanga","EpiNow2-IPM-dat"
2020-05-20,"growth_rate","estimate",0.024692520796318,0.0339750745145903,0.0428705784296804,-0.0159084998778393,0.00753848108193672,0.0177884125657478,0.0322627568408453,0.0486125829734197,0.120181331707361,"Analamanga","EpiNow2-IPM-dat"
2020-05-21,"growth_rate","estimate",0.0291183070520908,0.0390090225878884,0.0433807181318643,-0.0116201828986429,0.0118315131088148,0.0225828233901732,0.0372278662072512,0.0549642857992207,0.126369540181884,"Analamanga","EpiNow2-IPM-dat"
2020-05-22,"growth_rate","estimate",0.0340030965900717,0.0428717109540296,0.0423743394441638,-0.0076576036856187,0.0157043710273828,0.0266888941241609,0.0419674589709495,0.0591797947278787,0.126852198196777,"Analamanga","EpiNow2-IPM-dat"
2020-05-23,"growth_rate","estimate",0.0377112368665177,0.045676409083999,0.0402844274662337,-0.00433819969142064,0.0190337679184371,0.0305440793431579,0.0460630056816831,0.0629652596555253,0.123918245339523,"Analamanga","EpiNow2-IPM-dat"
2020-05-24,"growth_rate","estimate",0.0410476335618564,0.047623164762169,0.0376495418080624,-0.00128843036416326,0.0227789069440069,0.0339577078039179,0.0495977652735382,0.0649166180030681,0.119608655035353,"Analamanga","EpiNow2-IPM-dat"
2020-05-25,"growth_rate","estimate",0.0438251726177474,0.0489606596764308,0.0349870033531487,0.00113167188800237,0.0258941943456959,0.03703323691556,0.0513452052320603,0.0663502314872569,0.115990061056853,"Analamanga","EpiNow2-IPM-dat"
2020-05-26,"growth_rate","estimate",0.0463505624329838,0.0499515925063398,0.0326948560736292,0.00262295103525449,0.0285138677341883,0.0395673137735043,0.0535305411851092,0.0673509367150159,0.109603401998351,"Analamanga","EpiNow2-IPM-dat"
2020-05-27,"growth_rate","estimate",0.0485532662412388,0.0508462661438776,0.0309892130657152,0.00440697506597999,0.031613952518623,0.0420977200852884,0.0555757085303803,0.0680885074254998,0.104860065470129,"Analamanga","EpiNow2-IPM-dat"
2020-05-28,"growth_rate","estimate",0.0505701962169887,0.0518651144782718,0.0298932571648203,0.00616456278217837,0.033523376533511,0.0444717005861805,0.0572824177315025,0.0688398913595403,0.102293891088676,"Analamanga","EpiNow2-IPM-dat"
2020-05-29,"growth_rate","estimate",0.0533780117002305,0.0531886122113755,0.0292879365740193,0.00620575668260232,0.0354862783357149,0.0468519541799181,0.0595679969523251,0.0707675127047755,0.101859925025828,"Analamanga","EpiNow2-IPM-dat"
2020-05-30,"growth_rate","estimate",0.0561479513781551,0.0549522856277173,0.029001144636486,0.00583263041052922,0.0378982990103192,0.0495397996657319,0.0623553478850293,0.0722491990683833,0.101689454648267,"Analamanga","EpiNow2-IPM-dat"
2020-05-31,"growth_rate","estimate",0.0588067824251843,0.0572448078803435,0.028889550875782,0.00806477513364583,0.0403450284245283,0.0521458603078804,0.0652861159290194,0.0755848917916638,0.10162115818139,"Analamanga","EpiNow2-IPM-dat"
2020-06-01,"growth_rate","estimate",0.0617313758387638,0.0601079002417296,0.0288812013271739,0.00886286338834859,0.0437068536756392,0.0552818866784772,0.0680806104131413,0.0791036691420049,0.104657215350069,"Analamanga","EpiNow2-IPM-dat"
2020-06-02,"growth_rate","estimate",0.0654169862310518,0.063537662422602,0.0289727528178672,0.0118669015593766,0.0468855531054919,0.0584238109401945,0.0715654057511266,0.0830011969441764,0.107655190858338,"Analamanga","EpiNow2-IPM-dat"
2020-06-03,"growth_rate","estimate",0.0694856777438546,0.0674878229714897,0.0291899529479825,0.015107517367654,0.0504205002112015,0.0622614636760422,0.0758354203163866,0.0866387257544111,0.112573350948738,"Analamanga","EpiNow2-IPM-dat"
2020-06-04,"growth_rate","estimate",0.0734442343545783,0.0718759716678705,0.0295315875490146,0.0198424685069106,0.0542421480700623,0.0664209108426235,0.0806149155449291,0.0907830724471466,0.117766947593645,"Analamanga","EpiNow2-IPM-dat"
2020-06-05,"growth_rate","estimate",0.0779625981449262,0.0765937049642557,0.0299323063748476,0.0243434901502419,0.0587464616810429,0.0708791308581355,0.0850869946248386,0.0958042269454384,0.123163379650049,"Analamanga","EpiNow2-IPM-dat"
2020-06-06,"growth_rate","estimate",0.0827930057342243,0.0815204469902979,0.0302782800325677,0.0293746348762793,0.0640218035700943,0.0756041527354579,0.09028340009244,0.100656537322273,0.12829287834501,"Analamanga","EpiNow2-IPM-dat"
2020-06-07,"growth_rate","estimate",0.0879288412217559,0.0865387463012817,0.030471719373522,0.0342400477583369,0.0691589201703605,0.0809255317142584,0.0949671836798289,0.105513245915499,0.133161124313314,"Analamanga","EpiNow2-IPM-dat"
2020-06-08,"growth_rate","estimate",0.0930334798152245,0.091547227072949,0.030493845730554,0.038496273460009,0.0741096996587965,0.0858241307192515,0.0995300832757512,0.11061434272699,0.137907951270804,"Analamanga","EpiNow2-IPM-dat"
2020-06-09,"growth_rate","estimate",0.0975893527412756,0.0964674757032483,0.0304130137985871,0.0446532224614551,0.0790192177333425,0.0907847080745041,0.10436930689498,0.115316092886674,0.143727779235009,"Analamanga","EpiNow2-IPM-dat"
2020-06-10,"growth_rate","estimate",0.102451619285229,0.101243248382135,0.0303316607080812,0.0510671018689972,0.083844526788473,0.0957480951893307,0.109178639939777,0.119634585954742,0.148349781424121,"Analamanga","EpiNow2-IPM-dat"
2020-06-11,"growth_rate","estimate",0.107049967564768,0.105833179214006,0.0303158333471246,0.0555900432022643,0.0880084411228129,0.100285297298389,0.113374156081656,0.124033317341488,0.154179927730058,"Analamanga","EpiNow2-IPM-dat"
2020-06-12,"growth_rate","estimate",0.110880248004794,0.110199945432846,0.0303586913566673,0.0611699535383016,0.0925077332393147,0.104108992538951,0.117414521439049,0.128485594530508,0.158967551339728,"Analamanga","EpiNow2-IPM-dat"
2020-06-13,"growth_rate","estimate",0.114784560783887,0.114298977518791,0.0303955882034086,0.0646985654301223,0.0965571048435851,0.107643564224471,0.121181172033489,0.132275370394622,0.164169294414665,"Analamanga","EpiNow2-IPM-dat"
2020-06-14,"growth_rate","estimate",0.117464636773721,0.118068852405891,0.0303531887063251,0.0696128411894896,0.100185616538657,0.111745141936196,0.123865326184985,0.135802539538129,0.167928339896084,"Analamanga","EpiNow2-IPM-dat"
2020-06-15,"growth_rate","estimate",0.12035836283788,0.121424341216992,0.0302066290137537,0.0754843327267693,0.103461653065114,0.114435682787989,0.126889435893767,0.138789301591798,0.170397469821829,"Analamanga","EpiNow2-IPM-dat"
2020-06-16,"growth_rate","estimate",0.122716074720135,0.124252235883845,0.0300261793544033,0.0792168414898681,0.105571218850824,0.116296436820548,0.129521320808182,0.142145730231989,0.175572612159805,"Analamanga","EpiNow2-IPM-dat"
2020-06-17,"growth_rate","estimate",0.124003217260443,0.126409766601947,0.0299952769059773,0.0815045606771966,0.106887858235156,0.117182276950728,0.131185468344977,0.144109036871618,0.178550657249825,"Analamanga","EpiNow2-IPM-dat"
2020-06-18,"growth_rate","estimate",0.124642304984394,0.127725712463988,0.0303714601482813,0.0835088033160623,0.106918454074271,0.117806464815302,0.132128211918843,0.146258512965075,0.182117180947885,"Analamanga","EpiNow2-IPM-dat"
2020-06-19,"growth_rate","estimate",0.124083782659734,0.128005124240108,0.0313677467339682,0.0833857705235405,0.106118495511407,0.11694850226496,0.131787103942747,0.146972856499628,0.185066561180131,"Analamanga","EpiNow2-IPM-dat"
2020-06-20,"growth_rate","estimate",0.122472895684182,0.127039556851631,0.0329925410198968,0.0814874452113721,0.103943065178748,0.115235470055876,0.130889468229201,0.146388362785516,0.188819337868882,"Analamanga","EpiNow2-IPM-dat"
2020-06-21,"growth_rate","estimate",0.119075219075144,0.124625084805224,0.0349614669681481,0.0770883228655232,0.100221290062332,0.1118221405441,0.128123894090178,0.144076665992911,0.189336614654371,"Analamanga","EpiNow2-IPM-dat"
2020-06-22,"growth_rate","estimate",0.114941634654841,0.120589130263067,0.0367619054229791,0.0713289216966458,0.0950965868582177,0.106690155256935,0.123397247192278,0.14029814075601,0.18839415670928,"Analamanga","EpiNow2-IPM-dat"
2020-06-23,"growth_rate","estimate",0.108465901227879,0.11482367304668,0.0378309410944174,0.065872662677357,0.0887104890349739,0.100709887583881,0.117455549389687,0.134571581151819,0.18507894911652,"Analamanga","EpiNow2-IPM-dat"
2020-06-24,"growth_rate","estimate",0.100880833437059,0.107317637088844,0.0377519956490311,0.0582539469769614,0.0813085782029297,0.0929243333694143,0.109804402341862,0.126629256041819,0.179063783043597,"Analamanga","EpiNow2-IPM-dat"
2020-06-25,"growth_rate","estimate",0.0924657271684794,0.0981779995342193,0.0363980978670787,0.050173426966562,0.0733432662261155,0.084317847852705,0.100665985708142,0.116355905039202,0.166187403555129,"Analamanga","EpiNow2-IPM-dat"
2020-06-26,"growth_rate","estimate",0.0829586920667652,0.08763064734316,0.0339829359292755,0.0422116325740405,0.0645188233720577,0.0752357233545837,0.0904007526604539,0.105135023231844,0.150499630744656,"Analamanga","EpiNow2-IPM-dat"
2020-06-27,"growth_rate","estimate",0.0721777700848054,0.0759987169659525,0.0310115794477672,0.033441181551485,0.0553249209287247,0.0651960942834826,0.0792232100953143,0.0926289342918224,0.133177115613687,"Analamanga","EpiNow2-IPM-dat"
2020-06-28,"growth_rate","estimate",0.0608311722416004,0.0636645556215739,0.0281473166430143,0.023094320811607,0.0456731919504829,0.0550250172913415,0.0675638560289619,0.0792689503769429,0.114464414764422,"Analamanga","EpiNow2-IPM-dat"
2020-06-29,"growth_rate","estimate",0.0498609566713391,0.0510265241354538,0.0260135411338482,0.0111523695328022,0.034447710815329,0.0440172429431643,0.0557572089960953,0.0665188393102607,0.0944816599395492,"Analamanga","EpiNow2-IPM-dat"
2020-06-30,"growth_rate","estimate",0.0384466108379115,0.0384612704097819,0.0249647802666803,-0.00235772112531845,0.0231537105620616,0.0335148687768507,0.0440849457565479,0.0542111449031695,0.0783370378908757,"Analamanga","EpiNow2-IPM-dat"
2020-07-01,"growth_rate","estimate",0.0272403788408013,0.0262975183692979,0.0249514824633901,-0.0155144708694094,0.0113778194000519,0.0218336190466768,0.0329540082321353,0.0419039640196179,0.0645696832746637,"Analamanga","EpiNow2-IPM-dat"
2020-07-02,"growth_rate","estimate",0.0167379934614171,0.01480229656986,0.0256175125838424,-0.0291918998114536,-0.000198727206516684,0.0106060049514544,0.0223132394035507,0.0315090798871489,0.0526647997470757,"Analamanga","EpiNow2-IPM-dat"
2020-07-03,"growth_rate","estimate",0.00648160037059925,0.00417724986554678,0.0265374528336319,-0.0425345134392541,-0.010954178747847,0.000359936151287306,0.0122678443276829,0.0220288551278872,0.0431676765310776,"Analamanga","EpiNow2-IPM-dat"
2020-07-04,"growth_rate","estimate",-0.00275637364010299,-0.00543837191305008,0.0273810787553212,-0.0550883960146391,-0.020803775958929,-0.00900954245922138,0.00301766295184839,0.0132075317614138,0.033815652664367,"Analamanga","EpiNow2-IPM-dat"
2020-07-05,"growth_rate","estimate",-0.0111690889108212,-0.0139610508505998,0.0279525835108793,-0.0649151545895392,-0.0294560102107334,-0.0172602673116998,-0.00494168842818826,0.00500891333360101,0.0260040582306219,"Analamanga","EpiNow2-IPM-dat"
2020-07-06,"growth_rate","estimate",-0.0184684308866512,-0.0213547200995327,0.0281677281673783,-0.0725654828995984,-0.037117459013366,-0.0246392436819313,-0.0124511310391129,-0.00190269203664031,0.018518672636451,"Analamanga","EpiNow2-IPM-dat"
2020-07-07,"growth_rate","estimate",-0.0247013976805643,-0.0276220123038643,0.0280196695902131,-0.0776213512539888,-0.0438774845125101,-0.0308912613899897,-0.0187180216141478,-0.00817395676166313,0.0121741027162505,"Analamanga","EpiNow2-IPM-dat"
2020-07-08,"growth_rate","estimate",-0.0299041720264342,-0.0327955638376945,0.0275505877741676,-0.0824632250684158,-0.0491330050183372,-0.0361263778356439,-0.0237173190859816,-0.0136684071826706,0.00671933287992526,"Analamanga","EpiNow2-IPM-dat"
2020-07-09,"growth_rate","estimate",-0.034283935177126,-0.0369296352765107,0.0268317495886126,-0.0859944834528794,-0.0535059284201752,-0.0406102163158845,-0.0280270883868329,-0.0184284249612852,0.00206492271549167,"Analamanga","EpiNow2-IPM-dat"
