"t","ct","lower_expec","median_expec","upper_expec","district","fit","date"
35,0,3.64276407239122e-15,6.12928555800188e-13,2.26557886732594e-10,"Analamanga","gp",2020-03-17
35,14,0.141852357005049,0.212321638814428,0.293362483450269,"Analamanga","gp",2020-03-17
35,28,0.88578842848374,0.95682618718563,1.02554344281934,"Analamanga","gp",2020-03-17
35,13,0.100250852499023,0.153561825916289,0.217132907747063,"Analamanga","gp",2020-03-17
35,11,0.0404573748371273,0.0651280163303774,0.0968165152768475,"Analamanga","gp",2020-03-17
35,25,0.787110763649792,0.86770922092061,0.91994071771327,"Analamanga","gp",2020-03-17
35,24,0.718322029307249,0.827746540501452,0.897402689111199,"Analamanga","gp",2020-03-17
35,8,0.00367223123458565,0.00703575438588265,0.0111475923796913,"Analamanga","gp",2020-03-17
35,22,0.58612085230333,0.73255560939527,0.837548259905146,"Analamanga","gp",2020-03-17
35,5,2.59763117137479e-05,8.71594236521841e-05,0.000288891821469251,"Analamanga","gp",2020-03-17
35,19,0.408518404959594,0.555011798307186,0.688602257193943,"Analamanga","gp",2020-03-17
35,33,0.703529192179896,0.894846636829651,1.13233094795767,"Analamanga","gp",2020-03-17
35,2,1.23957383196234e-09,1.53273228319086e-08,3.89273343218622e-07,"Analamanga","gp",2020-03-17
35,16,0.240156596385361,0.34675250619416,0.460629837298936,"Analamanga","gp",2020-03-17
35,30,0.854889385220704,0.989602648910696,1.11715266196356,"Analamanga","gp",2020-03-17
35,29,0.879583409073872,0.977675139744471,1.07052984876378,"Analamanga","gp",2020-03-17
35,9,0.0097885804263702,0.0173746138056647,0.0265994103894041,"Analamanga","gp",2020-03-17
35,27,0.881287542618264,0.928174859382903,0.980613822895772,"Analamanga","gp",2020-03-17
35,10,0.0215073245788766,0.0360644664708629,0.0547026398904779,"Analamanga","gp",2020-03-17
35,35,0.559021664810183,0.744891523956756,0.992289288456163,"Analamanga","gp",2020-03-17
35,4,2.10871423630953e-06,9.92081751563208e-06,5.36796577114377e-05,"Analamanga","gp",2020-03-17
35,7,0.0010571402926327,0.00223595630066457,0.00404730917395295,"Analamanga","gp",2020-03-17
35,21,0.524223826989114,0.67513389578953,0.800777569511311,"Analamanga","gp",2020-03-17
35,15,0.188138200477521,0.277564405059129,0.376766188294346,"Analamanga","gp",2020-03-17
35,20,0.465809314643839,0.618596506906756,0.749610691887491,"Analamanga","gp",2020-03-17
35,18,0.352375378041074,0.48929457736707,0.618214233891084,"Analamanga","gp",2020-03-17
35,1,4.82100868623315e-12,1.67152319688365e-10,1.3775327412686e-08,"Analamanga","gp",2020-03-17
35,26,0.857892781938104,0.901254142201934,0.941059132772393,"Analamanga","gp",2020-03-17
35,31,0.816351891145353,0.976155179705538,1.15144368779334,"Analamanga","gp",2020-03-17
35,34,0.632993260613812,0.825966347756657,1.07634949869377,"Analamanga","gp",2020-03-17
35,12,0.0663228499879486,0.103878280355247,0.150318867549367,"Analamanga","gp",2020-03-17
35,6,0.000193096775568124,0.000533277678695418,0.00122757874352528,"Analamanga","gp",2020-03-17
35,36,0.485353051776349,0.657137649825636,0.891832163110646,"Analamanga","gp",2020-03-17
35,23,0.65125385823057,0.783515077659569,0.863313656933942,"Analamanga","gp",2020-03-17
35,17,0.296343858895277,0.417430409229762,0.54079734733004,"Analamanga","gp",2020-03-17
35,32,0.766821195213481,0.945763884132642,1.15761037126808,"Analamanga","gp",2020-03-17
35,3,8.54737591990363e-08,5.64435500025577e-07,5.89203377177416e-06,"Analamanga","gp",2020-03-17
42,28,1.06566873458255,1.13797036972523,1.19595978061119,"Analamanga","gp",2020-03-24
42,30,1.08367283889405,1.24694895969106,1.36772377416268,"Analamanga","gp",2020-03-24
42,25,0.824985084040604,0.954418663623348,1.03781603840273,"Analamanga","gp",2020-03-24
42,26,0.904841343678599,1.01827818179698,1.07481790059555,"Analamanga","gp",2020-03-24
42,29,1.08519285345417,1.19288529402563,1.28310698402823,"Analamanga","gp",2020-03-24
42,0,2.80722314996565e-15,3.95602597119011e-13,1.50012665273261e-10,"Analamanga","gp",2020-03-24
42,14,0.102755836338084,0.168479236830479,0.26881553462834,"Analamanga","gp",2020-03-24
42,33,1.01344359836222,1.29829738127688,1.56829931188867,"Analamanga","gp",2020-03-24
42,24,0.748716432261191,0.880993550634512,0.995415933240345,"Analamanga","gp",2020-03-24
42,11,0.0263889255786162,0.0484417762167597,0.0832524965463513,"Analamanga","gp",2020-03-24
42,10,0.0145202779356429,0.0268464449969475,0.0476917369221184,"Analamanga","gp",2020-03-24
42,15,0.142574874472524,0.225019072161159,0.349628394047686,"Analamanga","gp",2020-03-24
42,31,1.07219015221607,1.28368228763017,1.45650619683613,"Analamanga","gp",2020-03-24
42,36,0.788356403278732,1.08344699902225,1.37516247409308,"Analamanga","gp",2020-03-24
42,5,1.75654189856035e-05,6.70869951138119e-05,0.000210218593067688,"Analamanga","gp",2020-03-24
42,35,0.881851698033322,1.18510478753356,1.48511158506622,"Analamanga","gp",2020-03-24
42,27,0.99043899591533,1.0786043063856,1.12370044549229,"Analamanga","gp",2020-03-24
42,2,9.23865956894768e-10,1.23839569682479e-08,2.70028128349784e-07,"Analamanga","gp",2020-03-24
42,16,0.189090215383467,0.287315137396663,0.437082119214855,"Analamanga","gp",2020-03-24
42,1,3.69924955700066e-12,1.23482694436479e-10,9.31854851288666e-09,"Analamanga","gp",2020-03-24
42,34,0.958705095373563,1.26237393244785,1.549605876244,"Analamanga","gp",2020-03-24
42,23,0.6680654228878,0.807604626258678,0.943069235456921,"Analamanga","gp",2020-03-24
