"date","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","region","fit"
2020-04-02,"gp_rt",2,2.608,3.20459098027154,0,0,1,2,4,9,"Atsinanana","EpiNow2-IPM-dat"
2020-04-03,"gp_rt",1,1.9185,2.54842723465721,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-04-04,"gp_rt",1,1.178,1.62802905983122,0,0,0,1,2,4,"Atsinanana","EpiNow2-IPM-dat"
2020-04-05,"gp_rt",0,0.84425,1.34571344411372,0,0,0,1,1,3,"Atsinanana","EpiNow2-IPM-dat"
2020-04-06,"gp_rt",1,2.36375,3.07112257749043,0,0,1,2,3,8,"Atsinanana","EpiNow2-IPM-dat"
2020-04-07,"gp_rt",1,1.5725,2.10365160792415,0,0,1,1,2,6,"Atsinanana","EpiNow2-IPM-dat"
2020-04-08,"gp_rt",1,2.041,2.78186155090833,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-04-09,"gp_rt",2,2.81925,3.4322768782023,0,0,1,3,4,9.04999999999973,"Atsinanana","EpiNow2-IPM-dat"
2020-04-10,"gp_rt",1,2.043,2.70951773782585,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-04-11,"gp_rt",1,1.21175,1.79017125319868,0,0,0,1,2,5,"Atsinanana","EpiNow2-IPM-dat"
2020-04-12,"gp_rt",0,0.90225,1.37064386463111,0,0,0,1,1,4,"Atsinanana","EpiNow2-IPM-dat"
2020-04-13,"gp_rt",2,2.48125,3.04531885510078,0,0,1,2,4,8,"Atsinanana","EpiNow2-IPM-dat"
2020-04-14,"gp_rt",1,1.80875,2.40585129790203,0,0,1,2,3,6,"Atsinanana","EpiNow2-IPM-dat"
2020-04-15,"gp_rt",1,2.1445,2.85432243082921,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-04-16,"gp_rt",2,3.02075,3.76720949833575,0,0,1,3,4,10,"Atsinanana","EpiNow2-IPM-dat"
2020-04-17,"gp_rt",1,2.22725,2.92732809058662,0,0,1,2,3,8,"Atsinanana","EpiNow2-IPM-dat"
2020-04-18,"gp_rt",1,1.35475,1.88249525486683,0,0,0,1,2,5,"Atsinanana","EpiNow2-IPM-dat"
2020-04-19,"gp_rt",1,1.06925,1.60362007247172,0,0,0,1,2,4,"Atsinanana","EpiNow2-IPM-dat"
2020-04-20,"gp_rt",2,2.961,3.63025807531963,0,0,1,3,4,10,"Atsinanana","EpiNow2-IPM-dat"
2020-04-21,"gp_rt",1,2.2495,2.86143263054974,0,0,1,2,3,8,"Atsinanana","EpiNow2-IPM-dat"
2020-04-22,"gp_rt",2,2.92025,3.61969135132676,0,0,1,3,4,10,"Atsinanana","EpiNow2-IPM-dat"
2020-04-23,"gp_rt",3,4.137,5.08637383601519,0,1,2,4,6,13,"Atsinanana","EpiNow2-IPM-dat"
2020-04-24,"gp_rt",2,3.41625,4.35019735089662,0,1,1,3,5,12,"Atsinanana","EpiNow2-IPM-dat"
2020-04-25,"gp_rt",1,2.18575,2.87798847146935,0,0,1,2,3,8,"Atsinanana","EpiNow2-IPM-dat"
2020-04-26,"gp_rt",1,1.7685,2.48283081626911,0,0,1,1,2,6,"Atsinanana","EpiNow2-IPM-dat"
2020-04-27,"gp_rt",3,5.3055,6.50244109431575,0,1,2,5,7,17,"Atsinanana","EpiNow2-IPM-dat"
2020-04-28,"gp_rt",3,4.38375,5.27730503425813,0,1,2,4,6,15,"Atsinanana","EpiNow2-IPM-dat"
2020-04-29,"gp_rt",4,5.99,7.19637734987128,0,1,3,5,8,20,"Atsinanana","EpiNow2-IPM-dat"
2020-04-30,"gp_rt",6,8.70225,9.88167530402631,0,2,4,8,12,27,"Atsinanana","EpiNow2-IPM-dat"
2020-05-01,"gp_rt",5,7.3915,8.15364018166444,0,2,3,7,10,23,"Atsinanana","EpiNow2-IPM-dat"
2020-05-02,"gp_rt",3,5.145,5.88180447702714,0,1,2,5,7,17,"Atsinanana","EpiNow2-IPM-dat"
2020-05-03,"gp_rt",3,4.409,5.56425729453716,0,1,2,4,6,15,"Atsinanana","EpiNow2-IPM-dat"
2020-05-04,"gp_rt",9,13.63,15.5172741307587,0,3,6,12,19,41.0499999999997,"Atsinanana","EpiNow2-IPM-dat"
2020-05-05,"gp_rt",7,11.245,12.6427423739347,0,3,5,10,15,35,"Atsinanana","EpiNow2-IPM-dat"
2020-05-06,"gp_rt",10,15.24225,16.1973810761472,0,4,7,13,21,48,"Atsinanana","EpiNow2-IPM-dat"
2020-05-07,"gp_rt",15,24.2695,27.7440228238555,1,6,11,21,33,76,"Atsinanana","EpiNow2-IPM-dat"
2020-05-08,"gp_rt",13,19.55375,21.4257059663512,1,5,10,18,26,60,"Atsinanana","EpiNow2-IPM-dat"
2020-05-09,"gp_rt",9,13.80075,15.3905577142022,0,4,6,12,19,42.0499999999997,"Atsinanana","EpiNow2-IPM-dat"
2020-05-10,"gp_rt",7,11.08475,12.5785779241196,0,3,5,10,15,35,"Atsinanana","EpiNow2-IPM-dat"
2020-05-11,"gp_rt",22,33.12175,36.8943522133647,1,9,16,29,44,103,"Atsinanana","EpiNow2-IPM-dat"
2020-05-12,"gp_rt",17,25.8625,28.8289415469538,1,7,13,22,34,81,"Atsinanana","EpiNow2-IPM-dat"
2020-05-13,"gp_rt",22,33.79,36.8903052800585,1,9,16,30,46,102,"Atsinanana","EpiNow2-IPM-dat"
2020-05-14,"gp_rt",33,50.50125,55.3413106422625,2,14,24,44,68,156,"Atsinanana","EpiNow2-IPM-dat"
2020-05-15,"gp_rt",27,39.973,42.7738959243034,2,11,20,35.4000000000001,53,122,"Atsinanana","EpiNow2-IPM-dat"
2020-05-16,"gp_rt",17,26.77275,30.2978893317998,1,7,12,23,36,84,"Atsinanana","EpiNow2-IPM-dat"
2020-05-17,"gp_rt",13,20.02475,21.9759043620651,1,5,10,17,27,64,"Atsinanana","EpiNow2-IPM-dat"
2020-05-18,"gp_rt",38,56.85225,60.4796442348927,3,16,28,50,76,176,"Atsinanana","EpiNow2-IPM-dat"
2020-05-19,"gp_rt",28,42.422,46.7678332142498,2,12,20,37,56,136,"Atsinanana","EpiNow2-IPM-dat"
2020-05-20,"gp_rt",36,53.66575,57.7586057750078,2,15,27,47,72,165.05,"Atsinanana","EpiNow2-IPM-dat"
2020-05-21,"gp_rt",51,76.46775,81.701099915297,3,22,38,67,103,229,"Atsinanana","EpiNow2-IPM-dat"
2020-05-22,"gp_rt",39,58.02925,62.2876378737826,3,16,29,51,78.25,174,"Atsinanana","EpiNow2-IPM-dat"
2020-05-23,"gp_rt",22,34.38,39.9918108646515,1,9,17,29,45,108,"Atsinanana","EpiNow2-IPM-dat"
2020-05-24,"gp_rt",17,24.90675,27.4642608828995,1,7,12,22,33,79.0499999999997,"Atsinanana","EpiNow2-IPM-dat"
2020-05-25,"gp_rt",46,68.4085,73.6765137945684,3,19,33,61,92,212,"Atsinanana","EpiNow2-IPM-dat"
2020-05-26,"gp_rt",32,47.82875,51.1720242657486,2,13,24,42,64,149.05,"Atsinanana","EpiNow2-IPM-dat"
2020-05-27,"gp_rt",39,59.16225,64.0300116002948,3,16,29,53,79,184.05,"Atsinanana","EpiNow2-IPM-dat"
2020-05-28,"gp_rt",51,77.551,85.1800699112035,4,22,38,67,103,242,"Atsinanana","EpiNow2-IPM-dat"
2020-05-29,"gp_rt",35,53.477,57.1787401319824,3,15,26,47,72,162.05,"Atsinanana","EpiNow2-IPM-dat"
2020-05-30,"gp_rt",22,32.6925,35.2263845475529,1,9,16,29,44,101,"Atsinanana","EpiNow2-IPM-dat"
2020-05-31,"gp_rt",14,22.35975,24.6903267089715,1,6,11,20,31,69,"Atsinanana","EpiNow2-IPM-dat"
2020-06-01,"gp_rt",38,58.34,63.4709149080098,3,16,28,52,79,180,"Atsinanana","EpiNow2-IPM-dat"
2020-06-02,"gp_rt",26,38.6845,41.4109849818776,1,11,19,34,52,121,"Atsinanana","EpiNow2-IPM-dat"
2020-06-03,"gp_rt",28,43.52625,47.5340791759794,2,12,21,37,58,139,"Atsinanana","EpiNow2-IPM-dat"
2020-06-04,"gp_rt",38,56.9455,62.709518022886,3,15,28,50,77,172.05,"Atsinanana","EpiNow2-IPM-dat"
2020-06-05,"gp_rt",24.5,36.99125,41.1297226705851,2,10,18,32,49,115,"Atsinanana","EpiNow2-IPM-dat"
2020-06-06,"gp_rt",14,20.42075,20.9679787645559,1,6,10,19,28,61,"Atsinanana","EpiNow2-IPM-dat"
2020-06-07,"gp_rt",9,14.09075,16.2078896948242,0,4,7,12,19,44,"Atsinanana","EpiNow2-IPM-dat"
2020-06-08,"gp_rt",23,35.2715,39.276983821502,1,10,17,31,47,108,"Atsinanana","EpiNow2-IPM-dat"
2020-06-09,"gp_rt",15,23.2045,25.258665439705,1,6,12,20,31,72,"Atsinanana","EpiNow2-IPM-dat"
2020-06-10,"gp_rt",16,24.604,27.1838173180478,1,7,12,22,33,75,"Atsinanana","EpiNow2-IPM-dat"
2020-06-11,"gp_rt",20,30.30775,34.5980967252789,1,8,15,27,41,91,"Atsinanana","EpiNow2-IPM-dat"
2020-06-12,"gp_rt",14,20.37375,21.9619476076959,1,5,10,18,28,63,"Atsinanana","EpiNow2-IPM-dat"
2020-06-13,"gp_rt",7,11.2005,12.190547654352,0,3,5,10,15,35,"Atsinanana","EpiNow2-IPM-dat"
2020-06-14,"gp_rt",4,7.20775,8.53219136622459,0,2,3,6,9,24,"Atsinanana","EpiNow2-IPM-dat"
2020-06-15,"gp_rt",12,18.4375,21.5298160000091,1,5,8,16,24,59,"Atsinanana","EpiNow2-IPM-dat"
2020-06-16,"gp_rt",7,11.5975,13.3437628782865,0,3,5,10,15,37,"Atsinanana","EpiNow2-IPM-dat"
2020-06-17,"gp_rt",8,12.889,14.3385870213715,0,3,6,11,17,40,"Atsinanana","EpiNow2-IPM-dat"
2020-06-18,"gp_rt",10,15.65625,17.6339395738367,0,4,7,13,21,50,"Atsinanana","EpiNow2-IPM-dat"
2020-06-19,"gp_rt",7,10.42925,12.1098578274747,0,2,5,9,14,34,"Atsinanana","EpiNow2-IPM-dat"
2020-06-20,"gp_rt",3,5.55575,6.54405058713804,0,1,3,5,8,18,"Atsinanana","EpiNow2-IPM-dat"
2020-06-21,"gp_rt",2,3.94925,4.74761091390685,0,1,2,3,5,13,"Atsinanana","EpiNow2-IPM-dat"
2020-06-22,"gp_rt",7,10.03575,11.2718559084742,0,3,5,9,14,31,"Atsinanana","EpiNow2-IPM-dat"
2020-06-23,"gp_rt",4,6.494,7.73433377736861,0,1,3,6,9,21,"Atsinanana","EpiNow2-IPM-dat"
2020-06-24,"gp_rt",4,7.2205,8.68690078862006,0,2,3,6,10,23,"Atsinanana","EpiNow2-IPM-dat"
2020-06-25,"gp_rt",6,9.3155,10.9616604239418,0,2,4,8,12,31,"Atsinanana","EpiNow2-IPM-dat"
2020-06-26,"gp_rt",4,6.89575,8.04273295129407,0,2,3,6,9,22,"Atsinanana","EpiNow2-IPM-dat"
2020-06-27,"gp_rt",2,3.7545,4.6338534611568,0,1,2,3,5,12,"Atsinanana","EpiNow2-IPM-dat"
2020-06-28,"gp_rt",2,2.6685,3.4465312118634,0,0,1,2,4,9,"Atsinanana","EpiNow2-IPM-dat"
2020-06-29,"gp_rt",4,6.8625,8.18567926847073,0,2,3,6,9,22,"Atsinanana","EpiNow2-IPM-dat"
2020-06-30,"gp_rt",3,4.5025,5.39859055170757,0,1,2,4,6,15,"Atsinanana","EpiNow2-IPM-dat"
2020-07-01,"gp_rt",3,5.1165,6.02125332658457,0,1,2,4,7,16,"Atsinanana","EpiNow2-IPM-dat"
2020-07-02,"gp_rt",5,7.162,8.09577923428947,0,2,3,6,10,23,"Atsinanana","EpiNow2-IPM-dat"
2020-07-03,"gp_rt",3,4.9875,6.33414351696608,0,1,2,4,7,17,"Atsinanana","EpiNow2-IPM-dat"
2020-07-04,"gp_rt",2,2.75475,3.41467676974856,0,0,1,2,4,10,"Atsinanana","EpiNow2-IPM-dat"
2020-07-05,"gp_rt",1,1.9325,2.59771645540765,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-07-06,"gp_rt",3,5.07625,5.94691326503468,0,1,2,4,7,17,"Atsinanana","EpiNow2-IPM-dat"
2020-07-07,"gp_rt",2,3.39625,4.04682964121746,0,1,1,3,5,11,"Atsinanana","EpiNow2-IPM-dat"
2020-07-08,"gp_rt",3,3.9385,4.63379820141564,0,1,2,3,6,13,"Atsinanana","EpiNow2-IPM-dat"
2020-07-09,"gp_rt",3,5.03825,5.74452233190066,0,1,2,4,7,16,"Atsinanana","EpiNow2-IPM-dat"
2020-07-10,"gp_rt",2,3.39375,4.31374118698109,0,1,1,3,5,12,"Atsinanana","EpiNow2-IPM-dat"
2020-07-11,"gp_rt",1,1.902,2.55783729601948,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-07-12,"gp_rt",1,1.1975,1.75121684554199,0,0,0,1,2,5,"Atsinanana","EpiNow2-IPM-dat"
2020-07-13,"gp_rt",2,2.9945,3.70667028492558,0,0,1,3,4,10,"Atsinanana","EpiNow2-IPM-dat"
2020-07-14,"gp_rt",1,1.9155,2.5636893095145,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-07-15,"gp_rt",1,1.966,2.59663814044393,0,0,1,2,3,7,"Atsinanana","EpiNow2-IPM-dat"
2020-07-16,"gp_rt",1,2.38425,3.12074297190175,0,0,1,2,3,8,"Atsinanana","EpiNow2-IPM-dat"
2020-07-17,"gp_rt",1,1.49775,2.06762271786365,0,0,0,1,2,6,"Atsinanana","EpiNow2-IPM-dat"
2020-07-18,"gp_rt",0,0.75675,1.22574673210367,0,0,0,1,1,3,"Atsinanana","EpiNow2-IPM-dat"
2020-07-19,"gp_rt",0,0.46075,0.881563228549991,0,0,0,0,1,2,"Atsinanana","EpiNow2-IPM-dat"
2020-07-20,"gp_rt",1,1.0435,1.51134999080249,0,0,0,1,2,4,"Atsinanana","EpiNow2-IPM-dat"
2020-07-21,"gp_rt",0,0.635,1.0876905661501,0,0,0,0,1,3,"Atsinanana","EpiNow2-IPM-dat"
2020-07-22,"gp_rt",0,0.6295,1.09842222430435,0,0,0,0,1,3,"Atsinanana","EpiNow2-IPM-dat"
2020-07-23,"gp_rt",0,0.7065,1.20943103600731,0,0,0,0,1,3,"Atsinanana","EpiNow2-IPM-dat"
2020-07-24,"gp_rt",0,0.4255,0.827115941204768,0,0,0,0,1,2,"Atsinanana","EpiNow2-IPM-dat"
2020-07-25,"gp_rt",0,0.2195,0.566480339459145,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-07-26,"gp_rt",0,0.13225,0.412677250558208,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-07-27,"gp_rt",0,0.29575,0.665125954713773,0,0,0,0,0,2,"Atsinanana","EpiNow2-IPM-dat"
2020-07-28,"gp_rt",0,0.1615,0.462029347314048,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-07-29,"gp_rt",0,0.16,0.460383522996927,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-07-30,"gp_rt",0,0.16575,0.486658141344244,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-07-31,"gp_rt",0,0.10175,0.354158572638929,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-08-01,"gp_rt",0,0.0525,0.248513962982866,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-02,"gp_rt",0,0.0295,0.184765485335175,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-03,"gp_rt",0,0.067,0.27573539399554,0,0,0,0,0,1,"Atsinanana","EpiNow2-IPM-dat"
2020-08-04,"gp_rt",0,0.03475,0.196346824570401,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-05,"gp_rt",0,0.033,0.20474735741907,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-06,"gp_rt",0,0.038,0.205101235074675,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-07,"gp_rt",0,0.02425,0.160213465690769,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-08,"gp_rt",0,0.01475,0.122622169892468,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-09,"gp_rt",0,0.0065,0.0803701738284191,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-10,"gp_rt",0,0.01675,0.130283079946055,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-11,"gp_rt",0,0.01,0.109100759593763,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-12,"gp_rt",0,0.0105,0.104367011638159,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-13,"gp_rt",0,0.01375,0.122738354542983,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-14,"gp_rt",0,0.007,0.0833830809250062,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-15,"gp_rt",0,0.004,0.0631268266988153,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-16,"gp_rt",0,0.00225,0.0473866951234065,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-17,"gp_rt",0,0.0075,0.097191108275819,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-18,"gp_rt",0,0.0025,0.0499437042418596,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-19,"gp_rt",0,0.00425,0.0650614766888766,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-20,"gp_rt",0,0.00525,0.075656252002837,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-21,"gp_rt",0,0.00225,0.0473866951234065,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-22,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-23,"gp_rt",0,0.001,0.0316109128696581,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-24,"gp_rt",0,0.00325,0.0569231724510368,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-25,"gp_rt",0,5e-04,0.022357883816278,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-26,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-27,"gp_rt",0,0.00175,0.0418016069498039,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-28,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-29,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-30,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-08-31,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-01,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-02,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-03,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-04,"gp_rt",0,0.001,0.0316109128696581,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-05,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-06,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-07,"gp_rt",0,0.001,0.0316109128696581,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-08,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-09,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-10,"gp_rt",0,5e-04,0.022357883816278,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-11,"gp_rt",0,0.00075,0.0353518024644341,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-12,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-13,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-14,"gp_rt",0,5e-04,0.022357883816278,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-15,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-16,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-17,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-18,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-19,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-20,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-21,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-22,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-23,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-24,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-25,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-26,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-27,"gp_rt",0,0,0,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-28,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-29,"gp_rt",0,0.00075,0.0273792787747697,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-09-30,"gp_rt",0,0.00125,0.0353376525454345,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-01,"gp_rt",0,5e-04,0.022357883816278,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-02,"gp_rt",0,0.00175,0.0524177871156493,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-03,"gp_rt",0,0.00075,0.0353518024644341,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-04,"gp_rt",0,0.00025,0.0158113883008419,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-05,"gp_rt",0,0.00175,0.0474077986711439,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-06,"gp_rt",0,0.001,0.0387217618879995,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-07,"gp_rt",0,0.00175,0.0474077986711439,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-08,"gp_rt",0,0.00225,0.0612035453915222,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-09,"gp_rt",0,0.004,0.0865209308079089,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-10,"gp_rt",0,0.00425,0.0986629165024691,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-11,"gp_rt",0,0.011,0.261526478630284,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-12,"gp_rt",0,0.04075,0.960374935899712,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-13,"gp_rt",0,0.05675,2.00624916110241,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-10-14,"gp_rt",0,0.152,5.79627425151706,0,0,0,0,0,0,"Atsinanana","EpiNow2-IPM-dat"
2020-03-18,"gp_rt",3,3.7275,3.10357081245893,0,1,2,4,5,10,"National","EpiNow2-IPM-dat"
2020-03-19,"gp_rt",3,3.61975,3.13593980604169,0,1,2,4,5,10,"National","EpiNow2-IPM-dat"
2020-03-20,"gp_rt",4,4.7735,3.88882739326698,0,2,3,5,7,12,"National","EpiNow2-IPM-dat"
2020-03-21,"gp_rt",3,3.625,3.16652518076678,0,1,2,4,5,10,"National","EpiNow2-IPM-dat"
2020-03-22,"gp_rt",2,2.4865,2.3238261105229,0,1,1,2,4,7,"National","EpiNow2-IPM-dat"
2020-03-23,"gp_rt",6,6.77725,5.09005005770056,1,3,5,7,9,16,"National","EpiNow2-IPM-dat"
2020-03-24,"gp_rt",5,6.2175,4.88698929977384,1,3,4,6,8,15,"National","EpiNow2-IPM-dat"
2020-03-25,"gp_rt",7,7.84175,5.83054077585731,1,4,5,8,11,19,"National","EpiNow2-IPM-dat"
2020-03-26,"gp_rt",6,6.622,5.0738596761246,1,3,5,7,9,16,"National","EpiNow2-IPM-dat"
2020-03-27,"gp_rt",7,7.78525,5.68425106016868,1,4,5,8,11,19,"National","EpiNow2-IPM-dat"
2020-03-28,"gp_rt",5,5.74325,4.38829622102142,0.94999999999996,3,4,6,8,14,"National","EpiNow2-IPM-dat"
2020-03-29,"gp_rt",3,3.88075,3.17388528848415,0,2,2.60000000000014,4,5,10,"National","EpiNow2-IPM-dat"
2020-03-30,"gp_rt",9,10.70525,7.75808735561506,2,5,7,11,14.25,26,"National","EpiNow2-IPM-dat"
2020-03-31,"gp_rt",8,9.56025,6.88892112351865,1,4,7,10,13,23,"National","EpiNow2-IPM-dat"
2020-04-01,"gp_rt",10,11.95375,8.42795162122045,2,6,8,12,16,28,"National","EpiNow2-IPM-dat"
2020-04-02,"gp_rt",8,9.59875,6.95171417853216,1,5,7,10,13,23,"National","EpiNow2-IPM-dat"
2020-04-03,"gp_rt",10,11.24125,7.81638166884769,2,6,8,12,15,26,"National","EpiNow2-IPM-dat"
2020-04-04,"gp_rt",7,8.00825,5.86649690053366,1,4,5,8,11,19,"National","EpiNow2-IPM-dat"
2020-04-05,"gp_rt",4,5.2525,4.1303763451032,0,2,4,5,7,13,"National","EpiNow2-IPM-dat"
2020-04-06,"gp_rt",12,14.2585,10.0792150187328,2,7,10,15,19,33,"National","EpiNow2-IPM-dat"
2020-04-07,"gp_rt",11,12.52175,8.73522197561349,2,6,9,13,17,29,"National","EpiNow2-IPM-dat"
2020-04-08,"gp_rt",13,15.15775,10.530531228741,3,8,11,15,20,36,"National","EpiNow2-IPM-dat"
2020-04-09,"gp_rt",10,12.09825,8.48596487368757,2,6,9,12,16,29,"National","EpiNow2-IPM-dat"
2020-04-10,"gp_rt",12,13.8095,9.4466141754517,2,7,10,14,18,32,"National","EpiNow2-IPM-dat"
