type,date,rt_type,bottom,top,lower,upper,median,mean,std,prob_control,mean_window,sd_window,mean_crps,sd_crps,region
nowcast,2020-08-09,nowcast,0.6846339826993134,0.9707700496928248,0.7479785735039332,0.8607342792046643,0.8049697361946812,0.8124286999924029,0.08947699764693398,0.9706930693069307,3.5366336633663367,2.051038678743796,2.547009900990099,1.7679885878847859,National
nowcast,2020-08-10,nowcast,0.6791504499022859,0.9732281547498963,0.7449746386748165,0.8530113760832639,0.8138626324598607,0.8238741730092736,0.0932170874838187,0.9580838323353293,3.568862275449102,2.110597334694437,2.5388423153692616,1.7440696690983302,National
nowcast,2020-08-11,nowcast,0.6896758878181711,0.9746232422892828,0.765994230108325,0.8763029375796016,0.827638627797556,0.835065385029976,0.09016885433011798,0.9600790513833992,3.7430830039525693,2.028172860791202,2.483399209486166,1.8217241372570911,National
nowcast,2020-08-12,nowcast,0.7278298155309046,1.026942361700199,0.7836668981343061,0.8884692808591936,0.8493814584562049,0.8602054312472743,0.0947376474715336,0.9222222222222223,3.7202380952380953,2.109334615395899,2.3419841269841273,1.524828793696323,National
nowcast,2020-08-13,nowcast,0.7360540606593782,1.0442896101612016,0.7929920455655132,0.9106289507681333,0.8792542212208917,0.8896060392585476,0.09677684379347104,0.876039603960396,3.4534653465346534,2.0157641583093624,2.565148514851485,1.906245165155276,National
nowcast,2020-08-14,nowcast,0.7598516494680815,1.0654404257912171,0.8175356523965693,0.9343018373247116,0.8970117252814704,0.9099731092446626,0.09668984825322251,0.8456349206349206,3.5813492063492065,2.061319161668993,2.4642063492063495,1.8664760899412869,National
nowcast,2020-08-15,nowcast,0.7718838550470386,1.091177699439531,0.8446739344945338,0.9690574427576998,0.9248085362508857,0.933167255667879,0.10245386923681263,0.7735177865612648,3.525691699604743,1.9726110015696252,2.4868774703557315,1.6391513215590219,National
nowcast,2020-08-16,nowcast,0.7984788222359852,1.1015573690202107,0.8593301413926905,0.9798154398285908,0.9358361679356213,0.9471118020561229,0.09966143225238834,0.7359840954274354,3.6123260437375744,2.1235709681055637,2.3582504970178926,1.374939978756067,National
nowcast,2020-08-17,nowcast,0.8035956834277869,1.0973870549607208,0.8870275306358982,0.9960500615091703,0.9454403082808585,0.9530233080467385,0.09082646711917795,0.7358415841584158,3.8376237623762375,2.128352277287258,2.319287128712871,1.4210271051637324,National
nowcast,2020-08-18,nowcast,0.8062379571348686,1.095340137104073,0.8796442219566741,0.9882640930047712,0.9508087870258451,0.9565832958265592,0.09064970407171115,0.7269461077844311,3.8682634730538923,2.066827505367587,2.290059880239521,1.4489484028248583,National
nowcast,2020-08-19,nowcast,0.8341170053578713,1.1253833488678047,0.904345637203198,1.010281423864846,0.9658205228296467,0.9727251701996859,0.09138833885289194,0.6583333333333333,3.734126984126984,2.039882719247134,2.4015873015873015,1.5881530503922747,National
nowcast,2020-08-20,nowcast,0.8220186690455795,1.11867334178328,0.9046777015580729,1.0148307062436115,0.9693888356535618,0.9753404940831422,0.09490967834521422,0.6493096646942801,3.739644970414201,2.0276468840832487,2.2952268244575937,1.4057695194524602,National
nowcast,2020-08-21,nowcast,0.8204965430111796,1.1242171609862248,0.9169516398135588,1.0256551723788885,0.9725030954791376,0.9772447482902002,0.09536129905524095,0.6286282306163022,3.834990059642147,2.120712800527126,2.3477534791252483,1.5746630010539553,National
nowcast,2020-08-22,nowcast,0.822699001653163,1.1171255096205184,0.910601702499032,1.0210907909855995,0.9662254812121692,0.967407673765723,0.09001772155657954,0.6633663366336634,3.794059405940594,2.063081151960755,2.4947326732673267,1.762761028602507,National
nowcast,2020-08-23,nowcast,0.8237824474113298,1.0997141716047798,0.9053070293318445,1.0104557488507921,0.9549101800578146,0.9562857058203988,0.08640453049030307,0.7125984251968503,3.8602362204724407,2.0762715259558333,2.3021259842519686,1.473038314039995,National
nowcast,2020-08-24,nowcast,0.7868144473555325,1.0819929668916148,0.8891906356590089,1.0015700422058496,0.9421462052898308,0.9390716972043684,0.09066377201785884,0.7572277227722772,3.6356435643564358,2.03230565502312,2.2243960396039606,1.3880907893952614,National
nowcast,2020-08-25,nowcast,0.7801378004041873,1.0826936658690371,0.8774199448893505,0.9880155496775809,0.9365091800932593,0.9355357390969219,0.09111360860927328,0.7726732673267327,3.78019801980198,2.05924627143391,2.3963564356435643,1.6915318219291702,National
nowcast,2020-08-26,nowcast,0.7817402316839315,1.0851352228783213,0.880586644316916,0.9913641060293068,0.9308325065370217,0.9300881623252861,0.09341858309084038,0.8011928429423459,3.7733598409542743,2.051525531040817,2.16675944333996,1.3297868141724318,National
nowcast,2020-08-27,nowcast,0.7654960140243822,1.0834180205979602,0.8781105892615401,0.9876949084054516,0.9261582749747592,0.9273605812649361,0.09729034629256876,0.8126482213438735,3.6343873517786562,2.06333181942994,2.3182608695652176,1.4693354813493447,National
nowcast,2020-08-28,nowcast,0.7652361862553178,1.0719188230803538,0.8726701628342878,0.9890184446871042,0.9250690135299511,0.9276382313221315,0.09542540930574187,0.8055555555555556,3.6884920634920637,2.051390785869007,2.1372222222222224,1.3820209692082477,National
nowcast,2020-08-29,nowcast,0.7666970856151074,1.0831740858655359,0.867610412004365,0.9790818649136402,0.9270470478146131,0.9291236663984404,0.09593418220268306,0.8007889546351085,3.7159763313609466,2.116897753899706,2.0320315581854045,1.2029677583273446,National
