"date","confirm","region","source"
2020-07-18,349,"Analamanga","publicly-reported-data"
2020-07-19,163,"Analamanga","publicly-reported-data"
2020-07-20,71,"Analamanga","publicly-reported-data"
2020-07-21,356,"Analamanga","publicly-reported-data"
2020-07-22,575,"Analamanga","publicly-reported-data"
2020-07-23,148,"Analamanga","publicly-reported-data"
2020-07-24,321,"Analamanga","publicly-reported-data"
2020-07-25,84,"Analamanga","publicly-reported-data"
2020-07-26,380,"Analamanga","publicly-reported-data"
2020-07-27,269,"Analamanga","publicly-reported-data"
2020-07-28,347,"Analamanga","publicly-reported-data"
2020-07-29,122,"Analamanga","publicly-reported-data"
2020-07-30,388,"Analamanga","publicly-reported-data"
2020-07-31,77,"Analamanga","publicly-reported-data"
2020-08-01,324,"Analamanga","publicly-reported-data"
2020-08-02,225,"Analamanga","publicly-reported-data"
2020-08-03,118,"Analamanga","publicly-reported-data"
2020-08-04,185,"Analamanga","publicly-reported-data"
2020-08-05,272,"Analamanga","publicly-reported-data"
2020-08-06,242,"Analamanga","publicly-reported-data"
2020-08-07,141,"Analamanga","publicly-reported-data"
2020-08-08,129,"Analamanga","publicly-reported-data"
2020-08-09,127,"Analamanga","publicly-reported-data"
2020-08-10,99,"Analamanga","publicly-reported-data"
2020-08-11,43,"Analamanga","publicly-reported-data"
2020-08-12,27,"Analamanga","publicly-reported-data"
2020-08-13,49,"Analamanga","publicly-reported-data"
2020-08-14,53,"Analamanga","publicly-reported-data"
2020-08-15,42,"Analamanga","publicly-reported-data"
2020-08-16,69,"Analamanga","publicly-reported-data"
2020-08-17,43,"Analamanga","publicly-reported-data"
2020-08-18,22,"Analamanga","publicly-reported-data"
2020-08-19,18,"Analamanga","publicly-reported-data"
2020-08-20,52,"Analamanga","publicly-reported-data"
2020-08-21,39,"Analamanga","publicly-reported-data"
2020-08-22,13,"Analamanga","publicly-reported-data"
2020-08-23,22,"Analamanga","publicly-reported-data"
2020-08-24,29,"Analamanga","publicly-reported-data"
2020-08-25,26,"Analamanga","publicly-reported-data"
2020-08-26,36,"Analamanga","publicly-reported-data"
2020-08-27,26,"Analamanga","publicly-reported-data"
2020-08-28,50,"Analamanga","publicly-reported-data"
2020-08-29,64,"Analamanga","publicly-reported-data"
2020-08-30,26,"Analamanga","publicly-reported-data"
2020-08-31,15,"Analamanga","publicly-reported-data"
2020-09-01,37,"Analamanga","publicly-reported-data"
2020-09-02,39,"Analamanga","publicly-reported-data"
2020-09-03,35,"Analamanga","publicly-reported-data"
2020-09-04,50,"Analamanga","publicly-reported-data"
2020-09-05,46,"Analamanga","publicly-reported-data"
2020-09-06,30,"Analamanga","publicly-reported-data"
2020-09-07,17,"Analamanga","publicly-reported-data"
2020-09-08,44,"Analamanga","publicly-reported-data"
2020-09-09,22,"Analamanga","publicly-reported-data"
2020-09-10,53,"Analamanga","publicly-reported-data"
2020-09-11,23,"Analamanga","publicly-reported-data"
2020-09-12,13,"Analamanga","publicly-reported-data"
2020-09-13,12,"Analamanga","publicly-reported-data"
2020-09-14,9,"Analamanga","publicly-reported-data"
2020-09-15,6,"Analamanga","publicly-reported-data"
2020-09-16,26,"Analamanga","publicly-reported-data"
2020-09-17,10,"Analamanga","publicly-reported-data"
2020-09-18,34,"Analamanga","publicly-reported-data"
2020-09-19,25,"Analamanga","publicly-reported-data"
2020-09-20,26,"Analamanga","publicly-reported-data"
2020-09-21,12,"Analamanga","publicly-reported-data"
2020-09-22,6,"Analamanga","publicly-reported-data"
2020-09-23,8,"Analamanga","publicly-reported-data"
2020-09-24,5,"Analamanga","publicly-reported-data"
2020-09-25,10,"Analamanga","publicly-reported-data"
2020-09-26,3,"Analamanga","publicly-reported-data"
2020-09-27,4,"Analamanga","publicly-reported-data"
2020-09-28,6,"Analamanga","publicly-reported-data"
2020-09-29,2,"Analamanga","publicly-reported-data"
2020-09-30,10,"Analamanga","publicly-reported-data"
2020-10-01,6,"Analamanga","publicly-reported-data"
2020-10-02,14,"Analamanga","publicly-reported-data"
2020-10-03,15,"Analamanga","publicly-reported-data"
2020-10-04,3,"Analamanga","publicly-reported-data"
2020-10-05,3,"Analamanga","publicly-reported-data"
2020-10-06,3,"Analamanga","publicly-reported-data"
2020-10-07,19,"Analamanga","publicly-reported-data"
2020-10-08,3,"Analamanga","publicly-reported-data"
2020-10-09,5,"Analamanga","publicly-reported-data"
2020-10-10,2,"Analamanga","publicly-reported-data"
2020-10-11,10,"Analamanga","publicly-reported-data"
2020-10-13,2,"Analamanga","publicly-reported-data"
2020-03-28,6,"Atsinanana","publicly-reported-data"
2020-03-30,2,"Atsinanana","publicly-reported-data"
2020-04-01,1,"Atsinanana","publicly-reported-data"
2020-04-04,1,"Atsinanana","publicly-reported-data"
2020-04-07,3,"Atsinanana","publicly-reported-data"
2020-04-10,6,"Atsinanana","publicly-reported-data"
2020-04-12,1,"Atsinanana","publicly-reported-data"
2020-04-16,1,"Atsinanana","publicly-reported-data"
2020-04-17,3,"Atsinanana","publicly-reported-data"
2020-04-18,1,"Atsinanana","publicly-reported-data"
2020-04-25,1,"Atsinanana","publicly-reported-data"
2020-04-26,1,"Atsinanana","publicly-reported-data"
2020-05-02,2,"Atsinanana","publicly-reported-data"
2020-05-03,9,"Atsinanana","publicly-reported-data"
2020-05-06,6,"Atsinanana","publicly-reported-data"
2020-05-07,3,"Atsinanana","publicly-reported-data"
2020-05-08,2,"Atsinanana","publicly-reported-data"
2020-05-10,2,"Atsinanana","publicly-reported-data"
2020-05-11,11,"Atsinanana","publicly-reported-data"
2020-05-12,6,"Atsinanana","publicly-reported-data"
2020-05-13,15,"Atsinanana","publicly-reported-data"
2020-05-14,5,"Atsinanana","publicly-reported-data"
2020-05-15,8,"Atsinanana","publicly-reported-data"
2020-05-16,19,"Atsinanana","publicly-reported-data"
2020-05-17,21,"Atsinanana","publicly-reported-data"
2020-05-18,17,"Atsinanana","publicly-reported-data"
2020-05-19,2,"Atsinanana","publicly-reported-data"
2020-05-20,42,"Atsinanana","publicly-reported-data"
2020-05-21,24,"Atsinanana","publicly-reported-data"
2020-05-22,38,"Atsinanana","publicly-reported-data"
2020-05-23,40,"Atsinanana","publicly-reported-data"
2020-05-24,20,"Atsinanana","publicly-reported-data"
2020-05-25,11,"Atsinanana","publicly-reported-data"
2020-05-26,20,"Atsinanana","publicly-reported-data"
2020-05-27,17,"Atsinanana","publicly-reported-data"
2020-05-28,29,"Atsinanana","publicly-reported-data"
2020-05-29,39,"Atsinanana","publicly-reported-data"
2020-05-30,27,"Atsinanana","publicly-reported-data"
2020-05-31,3,"Atsinanana","publicly-reported-data"
2020-06-01,23,"Atsinanana","publicly-reported-data"
2020-06-02,5,"Atsinanana","publicly-reported-data"
2020-06-03,33,"Atsinanana","publicly-reported-data"
2020-06-04,28,"Atsinanana","publicly-reported-data"
2020-06-05,7,"Atsinanana","publicly-reported-data"
2020-06-06,22,"Atsinanana","publicly-reported-data"
2020-06-07,11,"Atsinanana","publicly-reported-data"
2020-06-08,42,"Atsinanana","publicly-reported-data"
2020-06-09,40,"Atsinanana","publicly-reported-data"
2020-06-10,18,"Atsinanana","publicly-reported-data"
2020-06-11,22,"Atsinanana","publicly-reported-data"
2020-06-13,10,"Atsinanana","publicly-reported-data"
2020-06-14,5,"Atsinanana","publicly-reported-data"
2020-06-15,6,"Atsinanana","publicly-reported-data"
2020-06-16,1,"Atsinanana","publicly-reported-data"
2020-06-17,2,"Atsinanana","publicly-reported-data"
2020-06-18,17,"Atsinanana","publicly-reported-data"
2020-06-19,2,"Atsinanana","publicly-reported-data"
2020-06-20,4,"Atsinanana","publicly-reported-data"
2020-06-21,21,"Atsinanana","publicly-reported-data"
2020-06-23,1,"Atsinanana","publicly-reported-data"
2020-06-24,3,"Atsinanana","publicly-reported-data"
2020-06-26,2,"Atsinanana","publicly-reported-data"
2020-06-27,2,"Atsinanana","publicly-reported-data"
2020-06-30,1,"Atsinanana","publicly-reported-data"
2020-07-04,2,"Atsinanana","publicly-reported-data"
2020-07-05,4,"Atsinanana","publicly-reported-data"
2020-07-07,1,"Atsinanana","publicly-reported-data"
2020-07-08,2,"Atsinanana","publicly-reported-data"
2020-07-13,1,"Atsinanana","publicly-reported-data"
2020-07-14,1,"Atsinanana","publicly-reported-data"
2020-07-15,2,"Atsinanana","publicly-reported-data"
2020-07-16,5,"Atsinanana","publicly-reported-data"
2020-07-17,1,"Atsinanana","publicly-reported-data"
2020-07-18,9,"Atsinanana","publicly-reported-data"
2020-07-19,6,"Atsinanana","publicly-reported-data"
2020-07-21,1,"Atsinanana","publicly-reported-data"
2020-07-23,2,"Atsinanana","publicly-reported-data"
2020-07-24,2,"Atsinanana","publicly-reported-data"
2020-07-26,1,"Atsinanana","publicly-reported-data"
2020-07-28,4,"Atsinanana","publicly-reported-data"
2020-07-29,3,"Atsinanana","publicly-reported-data"
2020-07-30,2,"Atsinanana","publicly-reported-data"
2020-07-31,1,"Atsinanana","publicly-reported-data"
2020-08-01,3,"Atsinanana","publicly-reported-data"
2020-08-02,2,"Atsinanana","publicly-reported-data"
2020-08-03,1,"Atsinanana","publicly-reported-data"
2020-08-04,1,"Atsinanana","publicly-reported-data"
2020-08-06,1,"Atsinanana","publicly-reported-data"
2020-08-07,1,"Atsinanana","publicly-reported-data"
2020-08-08,1,"Atsinanana","publicly-reported-data"
2020-08-11,1,"Atsinanana","publicly-reported-data"
2020-08-12,1,"Atsinanana","publicly-reported-data"
2020-08-18,3,"Atsinanana","publicly-reported-data"
2020-08-19,1,"Atsinanana","publicly-reported-data"
2020-08-21,1,"Atsinanana","publicly-reported-data"
2020-08-22,1,"Atsinanana","publicly-reported-data"
2020-08-25,1,"Atsinanana","publicly-reported-data"
2020-08-26,3,"Atsinanana","publicly-reported-data"
2020-08-27,1,"Atsinanana","publicly-reported-data"
2020-08-29,1,"Atsinanana","publicly-reported-data"
2020-09-02,3,"Atsinanana","publicly-reported-data"
2020-09-04,3,"Atsinanana","publicly-reported-data"
2020-10-10,1,"Atsinanana","publicly-reported-data"
2020-03-20,3,"National","publicly-reported-data"
2020-03-22,9,"National","publicly-reported-data"
2020-03-23,5,"National","publicly-reported-data"
2020-03-24,2,"National","publicly-reported-data"
2020-03-26,4,"National","publicly-reported-data"
2020-03-27,3,"National","publicly-reported-data"
2020-03-28,11,"National","publicly-reported-data"
2020-03-29,6,"National","publicly-reported-data"
2020-03-30,3,"National","publicly-reported-data"
2020-03-31,4,"National","publicly-reported-data"
2020-04-01,8,"National","publicly-reported-data"
2020-04-02,1,"National","publicly-reported-data"
2020-04-03,11,"National","publicly-reported-data"
2020-04-04,1,"National","publicly-reported-data"
2020-04-05,1,"National","publicly-reported-data"
2020-04-06,10,"National","publicly-reported-data"
2020-04-07,6,"National","publicly-reported-data"
2020-04-08,5,"National","publicly-reported-data"
2020-04-10,9,"National","publicly-reported-data"
2020-04-12,4,"National","publicly-reported-data"
2020-04-14,2,"National","publicly-reported-data"
2020-04-15,2,"National","publicly-reported-data"
2020-04-16,1,"National","publicly-reported-data"
2020-04-17,6,"National","publicly-reported-data"
2020-04-18,3,"National","publicly-reported-data"
2020-04-19,1,"National","publicly-reported-data"
2020-04-24,1,"National","publicly-reported-data"
2020-04-25,1,"National","publicly-reported-data"
2020-04-26,1,"National","publicly-reported-data"
2020-04-27,4,"National","publicly-reported-data"
2020-05-01,4,"National","publicly-reported-data"
2020-05-02,3,"National","publicly-reported-data"
2020-05-03,16,"National","publicly-reported-data"
2020-05-06,7,"National","publicly-reported-data"
2020-05-07,3,"National","publicly-reported-data"
2020-05-08,6,"National","publicly-reported-data"
2020-05-09,2,"National","publicly-reported-data"
2020-05-10,2,"National","publicly-reported-data"
2020-05-11,15,"National","publicly-reported-data"
2020-05-12,6,"National","publicly-reported-data"
2020-05-13,20,"National","publicly-reported-data"
2020-05-14,18,"National","publicly-reported-data"
2020-05-15,8,"National","publicly-reported-data"
2020-05-16,45,"National","publicly-reported-data"
2020-05-17,21,"National","publicly-reported-data"
2020-05-18,18,"National","publicly-reported-data"
2020-05-19,4,"National","publicly-reported-data"
2020-05-20,45,"National","publicly-reported-data"
2020-05-21,34,"National","publicly-reported-data"
2020-05-22,43,"National","publicly-reported-data"
2020-05-23,40,"National","publicly-reported-data"
2020-05-24,39,"National","publicly-reported-data"
2020-05-25,15,"National","publicly-reported-data"
2020-05-26,44,"National","publicly-reported-data"
2020-05-27,26,"National","publicly-reported-data"
2020-05-28,44,"National","publicly-reported-data"
2020-05-29,42,"National","publicly-reported-data"
2020-05-30,60,"National","publicly-reported-data"
2020-05-31,32,"National","publicly-reported-data"
2020-06-01,36,"National","publicly-reported-data"
2020-06-02,19,"National","publicly-reported-data"
2020-06-03,63,"National","publicly-reported-data"
2020-06-04,49,"National","publicly-reported-data"
2020-06-05,18,"National","publicly-reported-data"
2020-06-06,51,"National","publicly-reported-data"
2020-06-07,26,"National","publicly-reported-data"
2020-06-08,42,"National","publicly-reported-data"
2020-06-09,44,"National","publicly-reported-data"
2020-06-10,24,"National","publicly-reported-data"
2020-06-11,41,"National","publicly-reported-data"
2020-06-12,27,"National","publicly-reported-data"
2020-06-13,22,"National","publicly-reported-data"
2020-06-14,20,"National","publicly-reported-data"
2020-06-15,18,"National","publicly-reported-data"
2020-06-16,27,"National","publicly-reported-data"
2020-06-17,61,"National","publicly-reported-data"
2020-06-18,25,"National","publicly-reported-data"
2020-06-19,40,"National","publicly-reported-data"
2020-06-20,60,"National","publicly-reported-data"
2020-06-21,93,"National","publicly-reported-data"
2020-06-22,44,"National","publicly-reported-data"
2020-06-23,84,"National","publicly-reported-data"
2020-06-24,63,"National","publicly-reported-data"
2020-06-25,42,"National","publicly-reported-data"
2020-06-26,93,"National","publicly-reported-data"
2020-06-27,83,"National","publicly-reported-data"
2020-06-28,73,"National","publicly-reported-data"
2020-06-29,60,"National","publicly-reported-data"
2020-06-30,76,"National","publicly-reported-data"
2020-07-01,89,"National","publicly-reported-data"
2020-07-02,100,"National","publicly-reported-data"
2020-07-03,109,"National","publicly-reported-data"
2020-07-04,216,"National","publicly-reported-data"
2020-07-05,213,"National","publicly-reported-data"
2020-07-06,309,"National","publicly-reported-data"
2020-07-07,222,"National","publicly-reported-data"
2020-07-08,101,"National","publicly-reported-data"
2020-07-09,209,"National","publicly-reported-data"
2020-07-10,361,"National","publicly-reported-data"
2020-07-11,435,"National","publicly-reported-data"
2020-07-12,289,"National","publicly-reported-data"
2020-07-13,213,"National","publicly-reported-data"
2020-07-14,263,"National","publicly-reported-data"
2020-07-15,262,"National","publicly-reported-data"
2020-07-16,484,"National","publicly-reported-data"
2020-07-17,378,"National","publicly-reported-data"
2020-07-18,382,"National","publicly-reported-data"
2020-07-19,200,"National","publicly-reported-data"
2020-07-20,104,"National","publicly-reported-data"
2020-07-21,395,"National","publicly-reported-data"
2020-07-22,614,"National","publicly-reported-data"
2020-07-23,219,"National","publicly-reported-data"
2020-07-24,360,"National","publicly-reported-data"
2020-07-25,125,"National","publicly-reported-data"
2020-07-26,429,"National","publicly-reported-data"
2020-07-27,395,"National","publicly-reported-data"
2020-07-28,414,"National","publicly-reported-data"
2020-07-29,213,"National","publicly-reported-data"
2020-07-30,431,"National","publicly-reported-data"
2020-07-31,120,"National","publicly-reported-data"
2020-08-01,405,"National","publicly-reported-data"
2020-08-02,255,"National","publicly-reported-data"
2020-08-03,132,"National","publicly-reported-data"
2020-08-04,235,"National","publicly-reported-data"
2020-08-05,327,"National","publicly-reported-data"
2020-08-06,304,"National","publicly-reported-data"
2020-08-07,182,"National","publicly-reported-data"
2020-08-08,214,"National","publicly-reported-data"
2020-08-09,164,"National","publicly-reported-data"
2020-08-10,116,"National","publicly-reported-data"
2020-08-11,115,"National","publicly-reported-data"
2020-08-12,80,"National","publicly-reported-data"
2020-08-13,125,"National","publicly-reported-data"
2020-08-14,121,"National","publicly-reported-data"
2020-08-15,81,"National","publicly-reported-data"
2020-08-16,103,"National","publicly-reported-data"
2020-08-17,59,"National","publicly-reported-data"
2020-08-18,123,"National","publicly-reported-data"
2020-08-19,65,"National","publicly-reported-data"
2020-08-20,80,"National","publicly-reported-data"
2020-08-21,64,"National","publicly-reported-data"
2020-08-22,59,"National","publicly-reported-data"
2020-08-23,50,"National","publicly-reported-data"
2020-08-24,75,"National","publicly-reported-data"
2020-08-25,73,"National","publicly-reported-data"
2020-08-26,79,"National","publicly-reported-data"
2020-08-27,38,"National","publicly-reported-data"
2020-08-28,104,"National","publicly-reported-data"
2020-08-29,95,"National","publicly-reported-data"
2020-08-30,52,"National","publicly-reported-data"
2020-08-31,20,"National","publicly-reported-data"
2020-09-01,94,"National","publicly-reported-data"
2020-09-02,66,"National","publicly-reported-data"
2020-09-03,83,"National","publicly-reported-data"
2020-09-04,81,"National","publicly-reported-data"
2020-09-05,82,"National","publicly-reported-data"
2020-09-06,50,"National","publicly-reported-data"
2020-09-07,33,"National","publicly-reported-data"
2020-09-08,83,"National","publicly-reported-data"
2020-09-09,85,"National","publicly-reported-data"
2020-09-10,104,"National","publicly-reported-data"
2020-09-11,45,"National","publicly-reported-data"
2020-09-12,68,"National","publicly-reported-data"
2020-09-13,20,"National","publicly-reported-data"
2020-09-14,12,"National","publicly-reported-data"
2020-09-15,34,"National","publicly-reported-data"
2020-09-16,68,"National","publicly-reported-data"
2020-09-17,54,"National","publicly-reported-data"
2020-09-18,46,"National","publicly-reported-data"
2020-09-19,49,"National","publicly-reported-data"
2020-09-20,33,"National","publicly-reported-data"
2020-09-21,20,"National","publicly-reported-data"
2020-09-22,63,"National","publicly-reported-data"
2020-09-23,31,"National","publicly-reported-data"
2020-09-24,24,"National","publicly-reported-data"
2020-09-25,30,"National","publicly-reported-data"
2020-09-26,36,"National","publicly-reported-data"
2020-09-27,28,"National","publicly-reported-data"
2020-09-28,63,"National","publicly-reported-data"
2020-09-29,29,"National","publicly-reported-data"
2020-09-30,31,"National","publicly-reported-data"
2020-10-01,46,"National","publicly-reported-data"
2020-10-02,39,"National","publicly-reported-data"
2020-10-03,36,"National","publicly-reported-data"
2020-10-04,29,"National","publicly-reported-data"
2020-10-05,12,"National","publicly-reported-data"
2020-10-06,30,"National","publicly-reported-data"
2020-10-07,33,"National","publicly-reported-data"
2020-10-08,21,"National","publicly-reported-data"
2020-10-09,22,"National","publicly-reported-data"
2020-10-10,26,"National","publicly-reported-data"
2020-10-11,16,"National","publicly-reported-data"
2020-10-12,8,"National","publicly-reported-data"
2020-10-13,28,"National","publicly-reported-data"
