"region","fit","variable","date","type","bottom","top","lower","upper","median","mean"
"National","EpiNow2-IPM-dat","R","2020-08-17","estimate",0.735985964404565,1.01467945840952,0.81859110965663,0.927642369986424,0.870585383140375,0.873445963372985
"National","EpiNow2-IPM-dat","R","2020-08-18","estimate",0.736266067077224,1.01213426326841,0.816987942708276,0.924627279388545,0.869636776551784,0.872083728078893
"National","EpiNow2-IPM-dat","R","2020-08-19","estimate",0.736792854460477,1.01336349724571,0.815866045629192,0.924631018698772,0.869273482661221,0.871240586591581
"National","EpiNow2-IPM-dat","R","2020-08-20","estimate",0.734887364010926,1.01413948468608,0.816060335792238,0.922972260336351,0.867269100006344,0.870615625970444
"National","EpiNow2-IPM-dat","R","2020-08-21","estimate",0.73465035513889,1.01621064409045,0.814902126054973,0.920541115171941,0.866786170706013,0.869915163739566
"National","EpiNow2-IPM-dat","R","2020-08-22","estimate",0.735533128211551,1.01464409494209,0.81271788707346,0.920390204202325,0.865418742961428,0.86887972345558
"National","EpiNow2-IPM-dat","R","2020-08-23","estimate",0.734585710673715,1.01177731267058,0.810014057448342,0.920320654989226,0.863781839716243,0.867311363197685
"National","EpiNow2-IPM-dat","R","2020-08-24","estimate",0.730532836877848,1.00843080785343,0.807440457719181,0.920257200226497,0.860998208966189,0.865096893241731
"National","EpiNow2-IPM-dat","R","2020-08-25","estimate",0.726209840408079,1.00238616034097,0.805205535847724,0.917528291266257,0.856615673488313,0.862221359662063
"National","EpiNow2-IPM-dat","R","2020-08-26","estimate",0.722320634392964,1.00420361127882,0.801196382914821,0.913349373872196,0.855019044979357,0.858768494557409
"National","EpiNow2-IPM-dat","R","2020-08-27","estimate",0.716819953599682,1.00262343571525,0.79822745755775,0.907473102253618,0.851341669212086,0.854909098013571
"National","EpiNow2-IPM-dat","R","2020-08-28","estimate",0.713996358446847,0.997107038291217,0.793644728468593,0.903409508691909,0.848439936323141,0.850880839721222
"National","EpiNow2-IPM-dat","R","2020-08-29","estimate",0.71019143294151,0.992887928238401,0.789394464905182,0.901493117677145,0.843923504003296,0.846962489176207
