"machine","test","target","dilution","run","isolate","replicate","Ct","run.isolate.replicate","isolate.replicate","flag"
"QuantStudio5","DAAN","N",0.001,"3","2","1",20.804,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1e-04,"3","2","1",23.621,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1e-05,"3","2","1",27.308,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1e-06,"3","2","1",30.625,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1e-07,"3","2","1",33.489,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1e-08,"3","2","1",37.42,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1,"3","2","1",12.502,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",0.1,"3","2","1",16.288,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",0.01,"3","2","1",19.97,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",0.001,"3","2","1",23.67,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1e-04,"3","2","1",26.611,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1e-05,"3","2","1",30.557,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1e-06,"3","2","1",33.696,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1e-07,"3","2","1",37.232,"3-2-1","2-1",1
"QuantStudio5","DAAN","ORF1ab",1e-08,"3","2","1",40.949,"3-2-1","2-1",1
"QuantStudio5","DAAN","N",1,"3","3","1",11.548,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",0.1,"3","3","1",15.245,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",0.01,"3","3","1",18.609,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",0.001,"3","3","1",22.038,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",1e-04,"3","3","1",25.006,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",1e-05,"3","3","1",28.39,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",1e-06,"3","3","1",31.618,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",1e-07,"3","3","1",35.844,"3-3-1","3-1",1
"QuantStudio5","DAAN","N",1e-08,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1,"3","3","1",11.548,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",0.1,"3","3","1",15.245,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",0.01,"3","3","1",18.609,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",0.001,"3","3","1",22.038,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1e-04,"3","3","1",25.006,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1e-05,"3","3","1",28.39,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1e-06,"3","3","1",31.618,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1e-07,"3","3","1",35.844,"3-3-1","3-1",1
"QuantStudio5","DAAN","ORF1ab",1e-08,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1,"1","1","1",16.666,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.1,"1","1","1",18.297,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.01,"1","1","1",21.861,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"1","1","1",26.398,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"1","1","1",30.59,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"1","1","1",34.832,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1,"1","1","1",17.106,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.1,"1","1","1",20.925,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.01,"1","1","1",24.263,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.001,"1","1","1",28.235,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-04,"1","1","1",35.687,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-05,"1","1","1",37.101,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-06,"1","1","1",NA,"1-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1,"1","2","1",15.917,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.1,"1","2","1",18.141,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.01,"1","2","1",21.47,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"1","2","1",25.102,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"1","2","1",32.395,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"1","2","1",36.74,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1,"1","2","1",14.958,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.1,"1","2","1",18.769,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.01,"1","2","1",23.088,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.001,"1","2","1",28.077,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-04,"1","2","1",33.355,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-05,"1","2","1",38.874,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-06,"1","2","1",NA,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-07,"1","2","1",NA,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-08,"1","2","1",NA,"1-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1,"1","3","1",16.533,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.1,"1","3","1",19.633,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.01,"1","3","1",22.687,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"1","3","1",28.233,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"1","3","1",33.914,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"1","3","1",37.374,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1,"1","3","1",16.161,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.1,"1","3","1",19.275,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.01,"1","3","1",24.601,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.001,"1","3","1",28.905,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-04,"1","3","1",34.372,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-05,"1","3","1",NA,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-06,"1","3","1",NA,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-07,"1","3","1",NA,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-08,"1","3","1",NA,"1-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"2","1","1",NA,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"2","1","1",NA,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"2","1","1",NA,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1,"2","1","1",15.329,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.1,"2","1","1",17.6,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.01,"2","1","1",23.217,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.001,"2","1","1",27.391,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-04,"2","1","1",34.791,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-05,"2","1","1",37.812,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-06,"2","1","1",NA,"2-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.1,"2","2","1",18.905,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.01,"2","2","1",23.478,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.001,"2","2","1",27.768,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-04,"2","2","1",33.564,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-05,"2","2","1",37.849,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-06,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-07,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-08,"2","2","1",NA,"2-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1,"2","3","1",16.213,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.1,"2","3","1",20.062,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.01,"2","3","1",24.754,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.001,"2","3","1",30.244,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-04,"2","3","1",34.613,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-05,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-06,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-07,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-08,"2","3","1",NA,"2-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"3","1","1",NA,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"3","1","1",NA,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"3","1","1",NA,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.1,"3","1","1",19.487,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.01,"3","1","1",23.532,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",0.001,"3","1","1",28.356,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-04,"3","1","1",34.429,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-05,"3","1","1",NA,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","N",1e-06,"3","1","1",NA,"3-1-1","1-1",1
"QuantStudio5","Hong Kong","ORF1ab",1,"3","2","1",14.217,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.1,"3","2","1",19.241,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.01,"3","2","1",22.366,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"3","2","1",26.459,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"3","2","1",33.796,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"3","2","1",37.48,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1,"3","2","1",15.853,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.1,"3","2","1",19.219,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.01,"3","2","1",24.745,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",0.001,"3","2","1",29.449,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-04,"3","2","1",34.413,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-05,"3","2","1",39.153,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-06,"3","2","1",NA,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-07,"3","2","1",NA,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","N",1e-08,"3","2","1",NA,"3-2-1","2-1",1
"QuantStudio5","Hong Kong","ORF1ab",1,"3","3","1",14.963,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.1,"3","3","1",17.277,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.01,"3","3","1",22.373,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",0.001,"3","3","1",27.948,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-04,"3","3","1",33.165,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","ORF1ab",1e-05,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",0.001,"3","3","1",29.052,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-04,"3","3","1",33.729,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-05,"3","3","1",38.254,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-06,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-07,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","Hong Kong","N",1e-08,"3","3","1",NA,"3-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1,"1","1","1",11.799,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",0.1,"1","1","1",14.39,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",0.01,"1","1","1",18.465,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",0.001,"1","1","1",20.188,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1e-04,"1","1","1",23.597,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1e-05,"1","1","1",27.013,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1e-06,"1","1","1",30.085,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1e-07,"1","1","1",35.436,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1e-08,"1","1","1",37.337,"1-1-1","1-1",1
"QuantStudio5","Sarbecov","E",1,"1","1","2",11.605,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",0.1,"1","1","2",13.462,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",0.01,"1","1","2",18.387,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",0.001,"1","1","2",20.368,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1e-04,"1","1","2",24.125,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1e-05,"1","1","2",27.118,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1e-06,"1","1","2",30.031,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1e-07,"1","1","2",33.652,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1e-08,"1","1","2",36.634,"1-1-2","1-2",1
"QuantStudio5","Sarbecov","E",1,"1","1","3",12.706,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",0.1,"1","1","3",16.056,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",0.01,"1","1","3",19.563,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",0.001,"1","1","3",22.406,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",1e-04,"1","1","3",26.071,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",1e-05,"1","1","3",29.548,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",1e-06,"1","1","3",32.285,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",1e-07,"1","1","3",36.437,"1-1-3","1-3",1
"QuantStudio5","Sarbecov","E",1,"1","2","1",11.422,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",0.1,"1","2","1",15.08,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",0.01,"1","2","1",17.015,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",0.001,"1","2","1",21.708,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",1e-04,"1","2","1",24.87,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",1e-07,"1","2","1",34.106,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",1e-08,"1","2","1",37.953,"1-2-1","2-1",1
"QuantStudio5","Sarbecov","E",1,"1","2","2",10.826,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",0.1,"1","2","2",15.405,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",0.01,"1","2","2",18.153,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",0.001,"1","2","2",20.584,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1e-04,"1","2","2",23.345,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1e-05,"1","2","2",26.827,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1e-06,"1","2","2",30.566,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1e-07,"1","2","2",33.238,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1e-08,"1","2","2",36.422,"1-2-2","2-2",1
"QuantStudio5","Sarbecov","E",1,"1","2","3",13.472,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",0.1,"1","2","3",15.744,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",0.01,"1","2","3",19.332,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",0.001,"1","2","3",22.703,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",1e-04,"1","2","3",26.173,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",1e-05,"1","2","3",29.363,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",1e-06,"1","2","3",34.373,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",1e-07,"1","2","3",36.125,"1-2-3","2-3",1
"QuantStudio5","Sarbecov","E",1,"1","3","1",12.307,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",0.1,"1","3","1",16.969,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",0.01,"1","3","1",20.276,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",0.001,"1","3","1",23.887,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1e-04,"1","3","1",25.022,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1e-05,"1","3","1",29.596,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1e-06,"1","3","1",31.127,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1e-07,"1","3","1",34.386,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1e-08,"1","3","1",36.392,"1-3-1","3-1",1
"QuantStudio5","Sarbecov","E",1,"1","3","2",11.528,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",0.1,"1","3","2",14.531,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",0.01,"1","3","2",18.402,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",0.001,"1","3","2",21.607,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1e-04,"1","3","2",25.029,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1e-05,"1","3","2",28.444,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1e-06,"1","3","2",31.059,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1e-07,"1","3","2",34.393,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1e-08,"1","3","2",36.566,"1-3-2","3-2",1
"QuantStudio5","Sarbecov","E",1,"1","3","3",13.705,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",0.1,"1","3","3",17.437,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",0.01,"1","3","3",20.823,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",0.001,"1","3","3",23.986,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",1e-04,"1","3","3",27.173,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",1e-05,"1","3","3",31.046,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",1e-06,"1","3","3",34.091,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",1e-07,"1","3","3",36.423,"1-3-3","3-3",1
"QuantStudio5","Sarbecov","E",1e-08,"1","3","3",NA,"1-3-3","3-3",1
"GeneXpert","GeneXpert","E",1,"1","1","1",10.4,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",0.1,"1","1","1",13.3,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",0.01,"1","1","1",16.8,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",0.001,"1","1","1",20.1,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1e-04,"1","1","1",26.1,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1e-05,"1","1","1",27.1,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1e-06,"1","1","1",30.3,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1e-07,"1","1","1",33,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1e-08,"1","1","1",36.6,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",1,"1","1","1",12.7,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",0.1,"1","1","1",16.2,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",0.01,"1","1","1",19.6,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",0.001,"1","1","1",22.8,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",1e-05,"1","1","1",29.9,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",1e-06,"1","1","1",33.6,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",1e-07,"1","1","1",36.6,"1-1-1","1-1",1
"GeneXpert","GeneXpert","N",1e-08,"1","1","1",39.8,"1-1-1","1-1",1
"GeneXpert","GeneXpert","E",1,"1","2","1",10.1,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",0.1,"1","2","1",13,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",0.01,"1","2","1",15.8,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",0.001,"1","2","1",19.4,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1e-04,"1","2","1",23.3,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1e-05,"1","2","1",26.2,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1e-06,"1","2","1",29.3,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1e-07,"1","2","1",33,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1e-08,"1","2","1",36.5,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1,"1","2","1",12.3,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",0.1,"1","2","1",15.7,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",0.01,"1","2","1",18.6,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",0.001,"1","2","1",22.3,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1e-04,"1","2","1",26,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1e-05,"1","2","1",29.1,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1e-06,"1","2","1",32.4,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1e-07,"1","2","1",36.7,"1-2-1","2-1",1
"GeneXpert","GeneXpert","N",1e-08,"1","2","1",39,"1-2-1","2-1",1
"GeneXpert","GeneXpert","E",1,"1","3","1",11,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",0.1,"1","3","1",14.3,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",0.01,"1","3","1",17.6,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",0.001,"1","3","1",21.2,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",1e-04,"1","3","1",24.5,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",1e-05,"1","3","1",28.3,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",1e-06,"1","3","1",31.1,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",1e-07,"1","3","1",34.7,"1-3-1","3-1",1
"GeneXpert","GeneXpert","E",1e-08,"1","3","1",36.8,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1,"1","3","1",13.5,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",0.1,"1","3","1",17.2,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",0.01,"1","3","1",20.4,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",0.001,"1","3","1",23.8,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1e-04,"1","3","1",27.4,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1e-05,"1","3","1",30.9,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1e-06,"1","3","1",34.3,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1e-07,"1","3","1",38.1,"1-3-1","3-1",1
"GeneXpert","GeneXpert","N",1e-08,"1","3","1",40.5,"1-3-1","3-1",1
